Number of Star,Review
"SOUND QUALITY - 10 stars with caveats As one would expect from Sennheiser the sound quality is of the highest quality. I am a classical listener. I want flat accurate reproduction. No pumped up bass, no clipping highs, extreme dynamic range, best quality channel separation (for genuine sound stage). The Sennheiser Momentum 3.0 give you all that, but with some severe limitations. BLUETOOTH - 2 stars The Bluetooth features are horrific. Granted, when connected to a decent telephone they perform well. They work well with my Galaxy Note 8.0. But they don't work well at all when connecting to a source with high level Bluetooth features, like Bluetooth HD. The absence of an app with the option to prioritize connection characteristics severely limits the ability to get the best sound. I prefer using a high quality dedicated DAC rather than the limited lower quality DACs in phones and tablets. The poor poor bluetooth implementation of the Sennheiser Momentum 3.0 means one cannot tap the full potential of the excellently engineered audio. It is sort of like setting up a dining table with the best china and flatware but only serving microwaved frozen entrees. The Sennheiser superior audio can only deliver superior sound if it gets a likewise superior signal, which these headphones are incapable of. WIRED MODE - 0 stars Like bluetooth Sennheiser misses the mark with the included (but limited) capability to use the headphones with a wired connection. Granted, many competitors don't allow a wired connection. But the Sennheiser feature requires a connector with a long enough slim shank to fit into the hole. Most 2.5 connectors will not work because the connector is recessed into a small hole. I have not found a manufacturer of high quality braided cables that can work with the Sennheiser recessed jack. Sure, there are other cables available, but they are no better quality that the cable that ships with the Sennheiser Momentum 3.0. Like the poor bluetooth implementation this means you cannot get the highest quality signal to the headphones. The bottom line about the Sennheiser Momentum 3.0 is they are very good for use with telephones, and they will shine in sound quality  compared with others in this class (Sony WH-1000XM3 and Bowers and Wilkins PX7 for example - there's probably a Bose model others would include but not me - Bose belongs in  lower class  - Perhaps ""elevator music headphones"") in that mode. But they totally fail to work as well as high quality audiophile grade headphones outside of the Phone arena.",3
"I bought these 1 month ago in a small shop - so now paid review or anything. Coming from the latest Sony NC headphones, I first gave the new Bose 700 NC a try, but ended up with the Sennheiser. In short: Sennheiser please keep on doing what you are doing - they sound amazing. Sure they are some shortcoming when it comes to ANC and battery life, but if you consider sound quality over everything else, give these a try! I had Sennheiser high-end bluetooth headphones a long time ago and was immediately hooked. When the ANC wave started I went for the Sony MDR-1000X. The ANC was great! I got used to the sound pretty quick and was satisfied. This year I wanted to replace them and went for the latest generation. Sound was very bass driven and didn't catch me.  I then bought the latest Bose 700. I have to admit the ANC features of both of them where impressive. The Bose are especially good with low frequent noise. However, sound was weird: mids where too dominant, not exciting, there was a lack of separation of vocals and instruments, and the worst is that the ANC cannot be switched off completely. You could turn it to ""0"" yes, but it still did something. To quote a good review of them: ""They sound like a nervous but kind waitress, who is new in the job: they want to do everything right and somehow manage to do so, but the next day you forgot about them.""  I wanted something more. A pair that I could also use at home with excellent sound. So I gave my old love Sennheiser a chance. First, some critics: - It is quite annoying that there is no physical on / off switch. One has to fold them to turn them off! (Tip: if you want to store them folded, you can do so, by pressing the play / pause button while unfolding them) - The bluetooth 5 features are faulty as with all the others: sure you can connect two devices at once. Nice. But try to switch between 3 devices. Everytime one has to bring the headphones to pairing mode and connect them, if the other known devices are in reach - The adjusting mechanism seems to loose grip over time, let see in a year or so - battery life: Compared to the competitors the subjective battery life is very poor. When the Sonys lasted around a week on my typical usage, the Sennheiser needed recharge after 4 days. Still okayish - ANC is by far not as good as the Sonys and not as good as the Bose. Still it will reduce a considerable amount of noise. I would say, the noise of speaking people around you is reduced similarly to the Bose, but low frequency noise not as good. I would say, they are on par with the first generations of Sonys MDR-1000X Now the good part: - The sound is amazing! You notice that the engineers at Sennheiser know what they are doing and what they want! Sound prioritized over everything. You can feel, that they first optimized sound that looked how they could do ANC without sacrificing too much. I think Sony and Bose did this the other way around and achieved in this way better ANC with compromises. - The separation of vocals and instruments is very good, which gives them a very broad and well balanced stage - They are very agile. The beat drives ahead, where the Sonys and Bose sound slow - The sound is quite balanced. The bass is strong when it needs to and very crisp. I listen mainly to Punk-Rock, but also like Hip-Hop, old Country, and movie soundtracks. And they manage all of this really good. - With AptX and AptX low latency, they have perfect protocols that ensure almost no lack when watching movies - The App is decent and works, but the best is: you don't need it at all! (pointing at Bose ...) - Build quality is really really good. Basically what you would expect from a German based company Overall I am very satisfied with these. I had the feeling some of the reviews where a bit off, because one needs to understand the philosophy behind the product. Sure, these are not the best ANC headphones on the market, but if you don't put them in the same corner as the other headphones (unfortunately I could not try the B&W P7X yet), and one looks for superior sound quality, one should definitely give them a try.",5
"This is mainly a comparison with the prior version in the range, the Momentum 2 (aka M2). PROS +  Better sound, particularly in the treble range.  The M2 was a little too dark. +  Exciting bass response.  Big, bold, and better defined than the M2. +  Far more comfortable than the M2.  More roomy ear pads/cups. +  Soundstage is much better vs. the ""in your head"" sound of the M2. +  BT 5.0 +  USB C +  Good tactile feedback from rubberized buttons. +  Ambient Mode can be quickly activated with just a flick of the switch. CONS -  Plastic ear cups feel cheaper and seem to be of a lower grade plastic than the M2. -  Sliders are not as smooth as the M2.  The adjustment feels a bit rough and not as smooth as the M2. -  Soft-ish case.  A full hard case for a product costing $400 would have been nice. -  ANC is OK.  Does not completely kill out the portable space heater noise in my office (the Sony XM3 eliminates it completely). In short, everything was improved, except for the build quality, which is still good, but not better than the M2 (although comfort is superior).  For $400, I would have liked to see a clear upgrade in all areas over the M2. BOTTOM LINE PROS outweigh the CONS.  If you want top-tier sound in a portable wireless headphone, but can forego top-tier ANC, these are a great buy.  If you want the best ANC, go for the Sony XM3, which still sound good, but don't sound as good as these.",4
"I've used several Bluetooth Bose headsets over the years, and I've used several pro audio headsets by Sennheiser as well - My hope was that this might be the best of both in one headset. Unfortunately - you would be much better off getting an older pair of Bose headphones for noise cancelling/casual use/teleconferencing, and getting a cheaper, wired set of pro audio headphones for music production as the Momentum 3 ultimately fails at both things Pros: - Sound quality is excellent (can get a punchy Beats-style sound on Bluetooth with tweaking on the app or kept pretty accurate while in wired mode for real audio work) - I prefer the aesthetics compared to the more generic Bose/Sony/Beats designs - Very comfortable for all day use with deep ear cups and soft pads - USB-C for charging and connection is nice - Noise cancellation is pretty good and can be customized on the app. I actually prefer the Sennheiser cancellation to the older Bose QC3 though I don't use this feature on a daily basis Cons: - the auto-pause feature never worked for me - it kept pausing randomly and had to be turned off in the app - Bluetooth connectivity is unreliable compared to Bose - keeps dropping me or sometimes just won't connect at all. This really brings it down in overall value for me. - the auto off feature when you close the headphones becomes very annoying when you're constantly having to turn them on and off try to reconnect to your device. I wanted to like this - but a switch would have been better - wired connection uses the stupid tiny jack instead of the much more common 1/8"" minijack and as a recessed port with a locking mechanism so you can't use a converter. Another fail in the Pro audio department - the sliding mechanism that allows the earcups to go up and down should be tighter or have an adjustment - as far as I can tell it only uses Alexa? never really looked into that much though Mixed: - Battery life is less than my old Bose headphones, but these charge faster with USB-C so it's a draw there I guess? The excellent sound quality makes this headset all the more frustrating since all the other features are garbage. I'll continue to use Sennheiser pro audio - but they have a lot of work to do before they can compete in the casual audio market",2
"Do not buy, no way to repair after warranty and batteries die.",1
"I like these headphones very much and they have become my ""go to"" set. I have been using them daily to listen to music of all kinds as well as the spoken word. I guess a total of about 30 hours of use with 320k MP3s and a few FLAC files as well as some Youtube videos. I'm not an ""audiophile,"" and I don't know if there's anything to the headphone ""break-in"" argument or not, but I first played a pink noise loop through them for perhaps a 100 hours just in case. Everything seems clear and undistorted with no break up or rattling at high or low frequencies. They give a very even performance across the audio spectrum except for a bump in the low bass and a sharply defined dip in the mid treble at around 4K (you can see the curve at the soundguys website). I prefer a flat audio response curve so I equalized both of these. Most of my listening is on my smartphone with Poweramp V2 which has an excellent 10-band equalizer. Just a few dB down in the low bass and a couple of dB up near mid-treble. Minor but I think necessary to avoid head-thumping bass and pushing female vocalists to the back of the soundstage. They are noise-cancelling headphones, but the soft leather ear cups do an excellent job of sealing out the rest of the world so nothing interferes with whatever you're listening to without any other intervention. I use them mostly when things are quiet at home or when I'm out walking. In the  first case, I don't need ANC and in the second, I don't want it. The headphones seem well-made. They are comfortable to wear though a little heavy (on my kitchen scale they are 10.75 oz). Unlike other headphones I've seen, they are understated and unobtrusive in appearance--flat black with silver trim. Bluetooth works reliably for me. And the Sennheisers support having 2 remembered sources which autoconnect whenever the headphones power up. There is a Sennheiser app that you can download from the Google store. I used it to turn off the auto-pause feature every time I remove the headphones from my head. If you need an equalizer, there is one there as well. Controls are excellent. Play/pause/phone, Volume up/down, ANC mode and Pairing. There is no power on/off however. You do that by folding/unfolding the headset. I walk every day for exercise 2 to 3 miles. I think these would be too hot in the summer, so I'll probably stick to my Koss Porta Pros in warm weather. But these Sennheisers are my new daily companions otherwise.",5
"I expected to be blown away by the Sennheiser Momentem wireless headphones simply because it’s a brand that’s supposed to be top notch. However I feel you’re paying for the name & all the cool features rather than sound quality. The features sure are nice though, you can pause a song by simply pulling off your headphones, you can also power off by folding them closed. They pair immediately with your phone, like automatic. They’re obviously built very well which I expect from a brand like Sennheiser, they’re comfortable to wear for extended periods of time, the ear cups are genuine leather I believe. These are obviously very premium in build quality & features but the sound could be better. For the price, i believe they’re are better options. Overall they’re nice headphones just doesn’t match with it’s price point. I probably wouldn’t order again.",3
"These sound amazing. They are comfortable. I love the brand and have some of their other products. This would be a 5 star review - BUT these can't be charged with any old USB C cable - only the one in the box. My apple computer USB C cables won't charge them. I spoke to tech support and these headphones can't charge with a USB C cable that can also carry data! Bose, B&W, Sennheiser's earbuds - no problem. These - no good. So this is a shocking flaw and a real disappointment. I'm hoping they can fix with firmware.",2
"I have long been a fan of Sennheiser products. Doing film / live TV audio work, we always had Sennheiser wireless mics and headphones. My favourite set of headphones is an old pair of corded Sennheiser headphones that I cannot bear to part with. That's why when Amazon was offering a pair of their Momentum Wireless Noise Cancelling headphones through Vine, I jumped at the chance. The sound is great. They last a really long time on a single charge. The noise-canceling function is great, and for the most part, I was impressed.  I did subtract one star from my review because for whatever reason during a playback on some film that I know had great sound, they would cut out either intermittently or entirely. I tested it on two different BlueTooth devices and the same thing happened. Sennheiser, as a rule, is not cheap equipment. When you make the kind of investment in a piece of equipment, you expect it to work 100% of the time.",4
"I currently own the HD1 wireless edition (both in black/ivory).  I was an early adopter of the BT Momentum HPs when priced @ 500.00 USD. The 3rd edition’s over-engineered: 1) Removed the tactile on/off button; this is a functional misstep for obvious reasons 2) Redesigned the headband fold down mechanism; this causes physical finger pinch points when collapsing the headset to shut it off (mandatory to power it off). 3) The playback on the redesigned headset is intermittently interrupted due to head movement; the sensors are hyper reactive causing pauses during normal playback. 4) ANC has various modes of filtering; many of which are indistinguishable; a simple toggle on/off would offer less complex engagement by the user 5) The design of the new model loses the retro & nostalgic build of the timeless classic that preceded it; the new model’s bloated in every way (over engineered features that take a step backwards in simple function ) vs. the nimble straight forward design of the elegant older unit.  Ex.  The split leather headband design, with stitched details, is tossed out completely in favor of a chunky headband that has none of that unique flare.",1
"This Headphone works very well with my iPhone 6+.  I was surprised that it interacted so well.  After pairing it with the phone, just unfolding and putting in on my head made the two work together again.  The headphones were comfortable to wear for extended periods of time.  The sound quality was better than my ears.  On the downside, I tried to use it with my Windows 10 PC and intially, I was quite happy.  I paired it with the computer and it showed up on the options to select and everything sounded good.  But then for some unknown reason, it decided it would rather play music from my iPhone.  Unlike the iPhone, there doesn’t seem to be an app that goes with this headset.  I assume this would work with an Andoid based phone as well since there is an app for that.  I can’t test that.  This is definitely a premium set of headphones.",4
"The sound quality on these headphones is by far the best I’ve tried, especially if you enjoy deep bass, and the app has two versions of the equalizer so you can adjust the sound to your liking. There can be some distortion in the bass at top volume but these headphones get very loud so there’s no need to have the volume set all the way to max. You can even name and save up to 9 (I believe) EQ settings to switch easily based on musical genres. The build quality is top notch but I do think they can look a little goofy from the front. I also think the Sandy White color looks more striking than the black but I still like both. Battery life isn’t great, no, but considering the sound output they have I’m not really surprised I guess. The auto-pause feature does work well but you need to be sure they are fitted tightly to your head, if the fit is too loose they can register false pauses if you tip your head the wrong way (but this hasn’t happened often to me so it’s not a deal-breaker by any means). You can always turn the auto-pause/auto-play feature off using the app. Also, I agree the noise canceling is not the best here, but again, the sound quality makes up for any deficiencies in that department. In addition I really like that you can use the usb-c cable to plug into a computer or as in my case my iPad Pro and not only get amazing sound for watching video or listen to music but they will charge at the same time (of course this will drain battery from my iPad as well). I have compared a number of wireless headphones lately and these have the best sound quality without a doubt. The new Sony XM4’s are a close second for sound but win for noise canceling and features as well as  battery life (although they don’t seem to come close to the 30 hours advertised). I bought these when they were on sale directly through Audio 46 and I highly recommended them (both the headphones and Audio 46) especially if you can find the headphones on sale! One more thing I forgot to mention: the auto power off/on when you fold/unfold always works perfectly and the Bluetooth connection is super fast. They will connect to two devices simultaneously but this feature seems kind of buggy to me (switching back and forth somewhat randomly) so I usually leave this feature off unless I have a direct reason to have the two connections active Also, I’ve not used the headphones for calls as of yet, so I cannot attest to the quality in that area.",4
"Pulled the trigger on the Sennheiser Momentum 3’s last week, bought directly from their website.  Decided on the white-sand hue, looks pretty sleek and my decision based off Comfort, ANC, ease of use for multipurpose – work, personal, gaming. Took a boost in the comfort department, the larger ear cups are great, it hasn’t generated too much heat to make it uncomfortable.  Unfortunately, I think there is a slight loss on noise cancellation.  My neighborhood has seen an increase in barking dogs or lawn care maintenance and it is much more noticeable when WFH.  I think these will help, but won’t make a dramatic difference. With larger ear cups that have plush leather(?) are comfortable wearing them over glasses. The exterior ends feel well constructed and are held together by the metal/leather connector. I had been hesitant to get wireless ANC headphones for a long time because I’ve read complaints that the frequency agitates migraines/headaches from those that experience them.  The ANC does give me some pressure during extended use.  No migraines yet and I knew going into this market it could happen. I doubt many folks will experience a similar issue. The connectivity to 2 devices and swapping seemed pretty snappy after a firmware update to 4.xx.  The app itself at times says it doesn’t connect but it does when I go through the prompts.  You’ll see 3 different ANC options and the EQ is neat for tweaking to your liking. Getting to work on a PS4 was a bit of a trial by error hassle but works fine with a Bluetooth dongle or using the aux cable to the controller.  You can also pair with the V-MODA BoomPro Microphone, I haven’t tried this setup but anticipate it working as other reviews have said.  The Bluetooth dongle is the BTD800 that comes with their newer WFH headsets. The product manual even references BTD800 but I couldn’t find one for sale as a separate unit, amazon stocks BTD500 but I’m concerned those codecs are not sufficient for newer wireless headphones.  It might work with other dongles but be cautious of the codec and latency from third parties. The USB dongle tricks the console into having a USB headset from the controller.  I synced up the dongle/M3 on my computer for ease then transferred to PS4.  Worked really well playing Uncharted 4, the sound was superb compared to my 2010 Vizio 2.1 soundbar.  I really appreciate the immersion(?) from across the environment.  Clean, crisp, and sharp.  The auto pause is a bit weird.  If you move your neck a certain way, it does pause the audio for a moment.  Haven't found it bothersome yet to turn the feature off but that is something to keep in mind. BT with Alexa worked great and also synced quickly. I streamed music from TuneIn, set a few alarms, listened to the daily flash briefing, and made a phone call. The commands worked just as good compared to the Alexa physical device.  I don’t recall any noticeable pauses between prompts.  Called my grandmother with the headset connected via phone and she said call quality was good.  The mic was determined audible, maybe slightly quiet but well enough for an 80yr old without any hearing issues to understand. Battery life is not great but wasn't a major concern for me.  The app will tell you remaining power. Charging can be done unfolded or folding the opposite ear piece in first.  Also, if you hold the play button down for 5 seconds it will turn the headset off.  I like how the buttons are not flush and recognizable by touch.  The max/min volume setting doesn’t become the extreme of either. I found it odd the max/min warning is actually louder then the content you’re listening to.  The sound feels a bit soft, maybe that is considered a safe ‘loud’ setting but not amplified enough to be deafening.  Seems reasonable any ways, possibly I’m losing my hearing too. All in all, great purchase.  Tough to give it 5 but it checks most of the boxes for 4 out of 5.",4
"Wow! is all I have to say. Let's cut right to the chase these are the best wireless headphones you will ever buy in terms of sound quality. The sound quality is so amazing that no other headphones will ever sound the same again. Also, the sound quality is so great it's like hearing your favorite song for the first time every time you listen to it through these headphones, I'm not kidding I recognize different notes and tones every time and when I do I always say to myself these headphones are amazing. The look and feel of these headphones are great as well, very comfortable for all day use, I own the Sandy Whites and they just look sexy. Let's get to the negatives, ANC is good but not great and battery life is not bad I wish it lasted a bit longer, the carrying case looks great but it's not, wish it was a hard case. I've owned every headphone you can think of but I'll take the sound quality of these over any others. I gave my Sony's away to my brother after buying these, it's not that the Sony's are not great either it's just these sound better and the Sony's didn't sound the same to me anymore after these Momentums. It also depends what your looking for in your headphones because they are all just about even with slight differences. If ANC is what your looking for look elsewhere ""Sony's"", if Battery life is what your looking for don't look here ""Sony's"". If you want something in-between all 3 go with Bose. However, if sound quality is your choice which it should be than you've come to right place these are the ones I'm telling you. If your nervous about the price don't be, these are worth every penny.",5
"If you’re looking for over the ears Noise Cancelling Headphones at a reasonable price there are 3 top performers without breaking the bank.  They are as follows as rated by Sonic Quality: #1 - Sennheiser Momentum 3 #2 - Sony WH-1000XM3 #3 - Bose QuietComfort 35 II * The Sony is much closer to the Sennheiser’s over the Bose in this matching. Rated by Noise Cancelling: #1 - Sony WH-1000XM3 #2 - Bose QuietComfort 35 II #3 - Sennheiser Momentum 3 * The Bose and Sennheiser are very close in this matching. Rated by features: #1 - Sennheiser Momentum 3 #2 - Sony WH-1000XM3 #3 - Bose QuietComfort 35 II * The Sony and Bose are close to the same. I’ve owned all of the Sennheiser Momentum’s, the first offering, the M2 AEBT which I still own, and now the 3’s.  The first two generations were very similar, identical in features but better sound quality with the M2 series.  The biggest issue with the first two generations was a lack of bass depth, good crisp bass but not as full as the new 3’s which makes them a good competitor with the WH-1000XM3’s. Another plus with the Momentum 3 is the earcup controls, they’ve added 3 more controls, Up & Down Volume buttons, and a Dedicated Control for the Noise Cancelling Features which can make your headphones like an open ear headset as well as two NCF modes.  If you are upgrading from either of the other two versions it takes a little bit to get use to the extra controls but once you do, you’ll probably like them even more. The NCF is well improved over the previous versions and it’s really nice having more control over modes you listen in. One down-side to GEN 3 is they are heavier due to the larger drivers which makes them less comfortable then the previous versions, they are still very comfortable after they get broken in, soften up some. I see a noticeable improvement compared to the Momentum & Momentum M2 and I don’t regret purchasing the new Momentum 3’s, well worth every penny it costs.  On sale you can get both Sony and Bose cheaper than the Sennheiser’s and if you are on a budget that makes the Momentums a tough choice. Fortunately, either the Sony or the Bose should make you happy, if I didn’t get the Momentum’s I’d go with the WH-1000XM3’s.",5
"I purchased Sandy white M3s earlier this year, and sad to say I should've returned it in the 30 day window. This wasn’t my first purchase as I bought PXC550 in February of 2019 from Sennheiser’s amazon account (which got stolen) and HD 200 Pro in April of 2018 directly from Sennheiser’s website, so I was confident that I’d be getting a quality product despite the high price tag. I've preferred Sennheiser over ear headphones over the other varieties I had tried in a similar price range and found subpar in comparison: this had been true since I had gotten a pair of hand-me-downs of Momentum 2s in mid 2010s. I was originally planning on buying pxc550 ii but I thought I’d give a different model a try—especially because that other model (M3s) seemed more aesthetically pleasing, came with a USB-C charging port, and large ear cups. Surely, I thought, the audio quality would be as good if not better than older and (now) cheaper PXC 550s. Boy was I wrong. I feel embarrassed for not having returned the Momentum 3s when I had the chance: I thought I just had to “break them in” so they could achieve their full potential so I hung on to them past the return window. Having had them for several months, I can assure you they do not get any better. I hoped maybe a firmware update would help, but alas, none thus far has made the pair sound nearly as nice as the old PXCs. No setting seems to help on the app. I understood the battery life may have been shorter, but I get nowhere close to 17 hours. I am lucky to get 10 hours of use, and that’s on medium volume and ANC on (high): with ANC off, it’s closer to 12 hours! Additionally, in person, these do not look nearly as aesthetically pleasing as an older pair of Momentum 2s I was handed down. I am terribly disappointed. I don’t mind spending good money for a quality product, but I feel swindled with this purchase. Currently, I can’t, in good faith, recommend any other Sennheiser products to anyone other than the ones I have had personal positive experiences with. I hope that my experience isn’t reflective of a broader negative trend associated with the company’s values. Save your money. Buy a like-new used pair of PXC550s on the used market (for like $70!) or try your luck with the Sony XM4s. I'd be happy to answer any questions.",2
"This review is for the Momentum Wireless Noise Cancelling Headphones with Auto On/Off, Smart Pause Functionality and Smart Control App.  I wanted a set of headphones that would be comfortable for me to wear for a few hours with good sound quality.  These headphones are very comfortable for me to wear for 3-4 hours and the sound quality for me has been very good. I have not had any popping noises mentioned in other reviews. I have to say at this point however that I have paired these headphones with a Lenovo combination laptop/tablet (running Windows 10) and not a smartphone.  The ANC (Automatic Noise Cancelling) works okay for me, but could perhaps be better. I believe the volume of the background noise is probably the biggest factor on how well the ANC works for you.  The higher the volume of the background noise the less effective the ANC feature will be.  Playing a radio in the background with nothing playing on the headphones I would say the ANC feature cut the volume of the background noise in half, maybe a little more than half. I had no problems at all pairing these headphones with my combo laptop/tablet (Windows 10).  One strange thing is that when I activate these headphones the headphones say ""Power On Phone 1 Connected.""  I have had no problems fully charging the battery in these headphones. I give these headphones 5 stars for comfort, 5 stars for sound quality (and volume), 3 stars for ANC.  Easy to pair. Construction is solid. I give 4 stars overall.",4
"These headphones have great sound quality if you EQ them with the included app to add more high end treble. Some problems with these headphones are that the earpads aren't deep enough so your ears touch the inner lining of them which gets annoying. They are too heavy, they should be be lighter like the Bose QC35. The earpads should have angled interiors so the rim of your ear doesn't touch like the QC35 has. I have an iPhone X and almost every time I reopen the sennheiser control app after I close it, it doesn't recognize the headphones anymore and have to try to reconnect it. This doesn't affect the actual connection through bluetooth but it does affect your ability to change settings for the headphones through the app. The design of the headphones could be more streamlined too, get rid of the metal bands that allow the headphones to adjust. This will reduce weight and also not make the headphones so wide on your head. The great thing about these head phones is the detail in the high end and the musicality of the bass. I haven't had a pair of headphones yet that has the same musical nature the bass has on these. It sounds more visceral like you're hearing the real instrument. Sennheiser please on the next iteration of these: -Reduce the weight -Make them more streamlined like the Bose QC35 - Make the earcups larger and deeper with an angled interior so ears don't touch - Update the app so it stops disconnecting from my phone constantly - Update the EQ on the app so we can adjust each frequency band instead of a slider that is rudimentary - Make them in different colors",3
"Got these hoping they'd close the sound quality void I've always felt in the Sony WH-1000M3 and Bose QC 35 II. I own both headphones, and they're excellent at what they're made for - really great (but not amazing) sound, excellent battery life, and noise cancellation to blow your mind. I also own a few Audiophile-grade wired headphones, and always hoped someone would launch a wireless pair that met a reasonable bar for sound quality given the constraints of wireless noise cancelling cans. The Sennheiser Momentum 3s are by far the best sounding wireless headphone you can find; however, the audio superiority is seriously undermined by the poor design and even worse app. Design -  The clamping effect is very strong to the point of being painful; the pads feel high quality, but for some reason are super uncomfortable, and get really hot and sweaty 30 mins into playback. The twisted, exposed wires also look a bit odd; the metal ends of the headphones are a bit sharp and can easily graze the leather pads when folding if you're not careful. App - This was the biggest source of disappointment and frustration, and was the final dealbreaker for me. Here's why - the headphones sound fairly neutral and muddy right out of the box; you need the adjust the equalizer in the app to get it tuned to your preferences. Once you get it right the headphones sound truly incredible; best I've heard in a wireless set of cans; however, for some reason, it did not save the equalizer preferences and kept reverting back to the muddy setting whenever the app was closed or sent to the background.  When connecting to my Macbook Pro, the equalizer settings did not work at all; it was factory default settings only. The overall design shortcomings (while aesthetically pleasing) and the poor app performance made this a dealbreaker for me. I'm back with the Sony and Bose cans, keeping my eye out for future launches that raise the bar for sound quality.",3
"These headphones sound great. Better than most of the noise cancelling headphones on the market, which is expected - they are Sennheiser. Sennheiser makes all kinds of headphones, but even at the lower levels they put an emphasis on sound quality. These being a higher end headphone, they sound really good. The touch controls on the side take a bit of getting used to, but are really handy. I wish there was  skip forward or back, but having the quick 'active listening' switch so you can hear just your surroundings for a minute is really cool. The noise cancelling is not as good as Bose, but the headphones sound richer and fuller (to me) than the Bose and all but really loud sounds are cancelled out. In a work environment, they are perfect. On an Airplane, I am not 100% sure they would block out the engine noise but they probably would. The feature to turn stop the music when you  take them off is really great too, but can be sensitive to turning your head. You sometimes get stopped music if you turn too far to either side. Battery life is really great. I use them for a few hours each day of a week and charge them once a week. They charge pretty quickly too. I usually charge them before I go into a meeting or lunch and they are full in an hour or so (maybe 2 tops). All in all, if you want great sound and decent noise cancelling you cannot go wrong here.",4
"The sound quality on these is excellent across the board: *high definition: you will hear every detail from breathing and clothing moving, to the sound of a violin stroke changing direction in the orchestra *powerful bass: listening to a deep beat is excellent with these *crisp treble: not tinny, just crisp and clear The smart pause stops your music when you take the headphones off, so interruptions don’t make you lose your place, whether for podcasts or music. Pairing was easy, and there are lots of controls on the headphones so you can use them for calls, Siri, dictation, etc.. USB-C: these headphones are compatible with my new MacBook pro, but if you do not have anything with USB-C, this includes an adapter for USB-C to standard USB. The last thing one wants to do is drop more money just to charge these, so it’s good they included this to make it portable and usable. Speaking of portability, the carry case is soft, which means it won’t protect the headphones well. This looked cheaper than I expected, especially considering that I own significantly cheaper headphones than these with a better case. It might seem petty to point this out, but part of having noise cancelling headphones is usually because you travel and want to block the noise of an airplane, train, or ship engine out. If the case isn’t good for travel, then it’s a problem, and you have to figure out another way to pack these, whether that means buying something that is not a great fit for the size, or just risking it.",4
"My first wireless, noise-cancelling headphones, after using wired hi-fi headphones for a while. My first impression was that these were comfortable and nice, sounded alright, but the auto-pause feature was killing me. It would pause when I was simply walking around and doing something with them on, trying to use the luxury of wireless. But you need to download the app, and in the settings there you can disable the auto-pause along with the annoying voice and opt to only have the little beeps to indicate volume up and down etc. Making them a lot nicer, and actually just really really nice.",5
"I decided that I was either going to get the best new Sony or Bose headphones. Then it hit me... I really love the sound that comes out of all of the Sennheiser products I've owned. So, this model may not look as sleek as others, but the sound is incredible! I compared Sony, Bose, and these, and the Sennheiser Momentum won! I'm a stickler for great audio, and these headphones definitely deliver. Highly recommended.",5
"I bought a pair of these at a local chain retailer. I really like Sennheiser headphones, so getting these made a lot of sense. Unfortunately, they are very buggy where certain apps stop working, even though you can see the UV/Volume indicator moving but no sound. Then to get those apps (not all of them, some still work), you need to repair the headset to get sound again. Reboots dont work, toggling bluetooth, etc. you have to unpair and repair to get working sound in like 50% of your desktop applications. I'd love these if they just worked 90% of the time, but I'm debating returning them for Bose or another high end brand due to the annoyances.",1
"The sound is great. My first impression was ""surround sound"". I know that sounds dumb. But. I have the momentum 2.0, and the sound quality is in different leagues. My huge negative. The reason why I may return these is because of the mute function. More specifically to when I'm on a phone call and walking. The mute function toggles on and off incessantly. And if I can manage to stop it from repeatedly saying ""mute on"" and ""mute off"", the other person is muted. Or my mic is muted. It's maddening. The other problem, is when I'm on a video call, and I don't have the headphones on, but decide mid-call to out them on. They will not pair, but will keep saying ""phone call ended"", and will never pair with the video chat. I've had these for a few days, so maybe there is something I'm doing wrong, but. I am very near to returning these.",2
"These headphones sound great. The bass is powerful and thumps, but to a tasteful degree. Mids seem pretty much neutral. The treble is detailed and there is a decent amount of ""air"" and ""sparkle"". The soundstage is pretty wide considering the fact that these are ANC headphones. Speaking of, the ANC is pretty good. Not the best, but definitely does a good job on cutting out most of the noise around me. They are pretty comfortable too. So far my favorite noise-cancelling headphones and I have tried a lot of different ones: Bose QC 35-II and NC 700; WH-1000XM4 and XM3; Bowers & Wilkins PX and PX7. These stand above the rest because of how they sound to me.",5
"These headphones sound amazing.  They're very comfortable.  The quality build is obvious. The constantly dropping Bluetooth, however, negates all of the positives.  Sadly, they're going back.",1
"Surprisingly I Love their sound!!! Well, first my skull crushers ANCs power button broke I also tried the new Sony xM4s  and they were junk compared to these....I returned the Sony's in one hr😂😂",5
No Amazon payment plan on these....heck no I'll go with the Bose...,2
These headphone sound amazing and would be a great headset if not for the glaring design flaws. The wired mode does not work with out battery and removes a lot of the benefit of having a wired connection. There is no on off switch and my headset is stuck in wired mode preventing me from ever using it wireless ever again.,2
Was skiing with these in the main pocket of my backpack when i fell 10 feet onto my back. That wreck broke 2 of my ribs. Headphones were unscathed. Enjoyed their use on the way home. Sound quality is great. 5/5 Would land on again,5
These headphones emit a deafening sound when you take them off. I told the company and ask for a replacement and they don’t even respond. This is the worst company I have ever bought from.,1
"super comfortable, premium materials. got these to replace B&W PX7, which were too tight and gave me a headache.",5
"Great sound quality, crap software",3
